Name,Value,Type
cb4_v1728,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1729,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1730,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1731,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1732,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1733,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1734,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1735,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1736,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1737,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1738,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1739,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1740,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1741,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1742,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1743,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1744,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1745,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1746,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1747,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1748,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1749,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1750,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1751,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1752,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1753,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1754,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1755,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1756,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1757,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1758,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1759,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1760,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1761,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1762,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1763,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1764,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1765,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1766,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1767,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1768,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1769,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1770,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1771,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1772,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1773,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1774,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1775,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1776,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1777,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1778,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1779,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1780,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1781,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1782,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1783,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1784,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1785,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1786,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1787,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1788,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1789,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1790,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1791,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1792,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1793,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1794,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1795,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1796,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1797,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1798,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1799,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1800,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1801,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1802,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1803,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1804,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1805,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1806,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1807,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1808,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1809,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1810,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1811,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1812,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1813,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1814,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1815,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1816,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1817,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1818,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1819,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1820,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1821,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1822,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1823,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1824,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1825,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1826,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1827,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1828,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1829,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1830,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1831,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1832,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1833,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1834,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1835,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1836,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1837,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1838,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1839,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1840,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1841,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1842,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1843,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1844,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1845,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1846,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1847,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1848,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1849,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1850,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1851,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1852,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1853,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1854,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1855,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1856,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1857,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1858,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1859,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1860,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1861,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1862,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1863,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1864,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1865,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1866,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1867,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1868,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1869,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1870,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1871,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1872,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1873,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1874,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1875,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1876,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1877,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1878,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1879,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1880,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1881,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1882,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1883,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1884,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1885,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1886,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1887,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1888,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1889,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1890,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1891,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1892,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1893,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1894,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1895,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1896,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1897,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1898,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1899,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1900,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1901,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1902,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1903,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1904,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1905,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1906,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1907,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1908,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1909,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1910,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1911,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1912,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1913,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1914,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1915,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1916,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1917,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1918,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1919,"1810.22656, 5.31092E-43, -8.14372E+27, 4.59135E-41",float4
cb4_v1920,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1921,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1922,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1923,"0.00, 0.00, 7.48470E+08, 5.32493E-43",float4
cb4_v1924,"1810.22656, 5.31092E-43, 0.00, 0.00",float4
cb4_v1925,"0.02816, 1.16308E-43, -7.92701E+27, 4.59135E-41",float4
cb4_v1926,"1.27881E-14, 5.31092E-43, 1810.22656, 5.31092E-43",float4
cb4_v1927,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1928,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1929,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1930,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1931,"7.42309E+20, 5.32493E-43, 0.00, 0.00",float4
cb4_v1932,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1933,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1934,"0.00, 0.00, 0.02816, 1.16308E-43",float4
cb4_v1935,"1.43633E-42, 0.00, 7.42309E+20, 5.32493E-43",float4
cb4_v1936,"1.49165E-38, 5.32493E-43, 0.00, 0.00",float4
cb4_v1937,"1.83148E+17, 5.32493E-43, -7.93058E+27, 4.59135E-41",float4
cb4_v1938,"1.96182E-44, 0.00, 7.42309E+20, 5.32493E-43",float4
cb4_v1939,"0.00, 0.00, 7.00649E-45, 0.00",float4
cb4_v1940,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1941,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1942,"-5.59017E-34, 4.46398E-41, 5.87748E-39, 0.00",float4
cb4_v1943,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1944,"7.42309E+20, 5.32493E-43, 0.00, 0.00",float4
cb4_v1945,"0.02816, 1.16308E-43, -7.90919E+27, 4.59135E-41",float4
cb4_v1946,"1.27881E-14, 5.31092E-43, 7.42309E+20, 5.32493E-43",float4
cb4_v1947,"0.00, 0.00, 7.42309E+20, 5.32493E-43",float4
cb4_v1948,"7.42309E+20, 5.32493E-43, 0.00, 0.00",float4
cb4_v1949,"1.40130E-45, 0.00, 0.00, 0.00",float4
cb4_v1950,"1.06866E-39, 0.00, 0.00, 0.00",float4
cb4_v1951,"8.91450E-39, 0.00, 0.00, 0.00",float4
cb4_v1952,"1.06866E-39, 0.00, 0.00, 0.00",float4
cb4_v1953,"0.00, -6.42868E-40, 0.02816, 1.16308E-43",float4
cb4_v1954,"1.40130E-45, 0.00, 1.83671E-40, 0.00",float4
cb4_v1955,"0.02816, 1.16308E-43, 1.97180E-07, 7.17465E-43",float4
cb4_v1956,"4.40918E-39, 0.00, 3.26503E-43, 0.00",float4
cb4_v1957,"-0.00028, 0.00, 5.74112E-42, 0.00",float4
cb4_v1958,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1959,"0.00, 0.00, 1.25323E-24, 1.40130E-45",float4
cb4_v1960,"0.02816, 2.86986E-42, 1.24723E-24, 5.31092E-43",float4
cb4_v1961,"1.24730E-24, 0.00, 3.67342E-40, 4.59135E-41",float4
cb4_v1962,"3.53164E-22, 5.31092E-43, -8.14372E+27, 4.59135E-41",float4
cb4_v1963,"0.02816, 1.16308E-43, 0.00, 0.00",float4
cb4_v1964,"0.00, 0.00, 1.34525E-43, 0.00",float4
cb4_v1965,"1.23314E-43, 0.00, 0.00, 0.00",float4
cb4_v1966,"0.00, 0.00, 7.54057E+20, 5.32493E-43",float4
cb4_v1967,"3.53164E-22, 5.31092E-43, 0.00, 0.00",float4
cb4_v1968,"0.02816, 1.16308E-43, -7.92701E+27, 4.59135E-41",float4
cb4_v1969,"1.27881E-14, 5.31092E-43, 3.53164E-22, 5.31092E-43",float4
cb4_v1970,"1.49165E-38, 5.32493E-43, 0.02816, 1.16308E-43",float4
cb4_v1971,"0.00, 0.00, 5.87748E-39, 0.00",float4
cb4_v1972,"0.02816, 1.16308E-43, 9.60744E-15, 5.31092E-43",float4
cb4_v1973,"9.60863E-15, 5.31092E-43, 0.00, 0.00",float4
cb4_v1974,"0.00, 5.32493E-43, 0.02816, 1.16308E-43",float4
cb4_v1975,"0.02816, 1.16308E-43, 0.00, 0.00",float4
cb4_v1976,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1977,"0.02816, 1.16308E-43, 0.02816, 1.16308E-43",float4
cb4_v1978,"1.43633E-42, 0.00, 7.54057E+20, 5.32493E-43",float4
cb4_v1979,"3.41031E-22, 5.31092E-43, 0.00, 0.00",float4
cb4_v1980,"9.60744E-15, 5.31092E-43, -9.53578E+27, 4.59135E-41",float4
cb4_v1981,"1.27881E-14, 5.31092E-43, 7.54057E+20, 5.32493E-43",float4
cb4_v1982,"3.41031E-22, 5.31092E-43, 0.00, 0.00",float4
cb4_v1983,"0.00, 0.00, 1.40130E-45, 0.00",float4
cb4_v1984,"25623.50, 5.32493E-43, 1.27881E-14, 5.31092E-43",float4
cb4_v1985,"-5.58979E-34, 4.46398E-41, 1.83148E+17, 5.32493E-43",float4
cb4_v1986,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1987,"7.54057E+20, 5.32493E-43, -8.58997E+09, 0.00",float4
cb4_v1988,"0.02816, 1.16308E-43, -7.90919E+27, 4.59135E-41",float4
cb4_v1989,"0.00, 0.00, 0.02816, 1.16308E-43",float4
cb4_v1990,"0.00, 0.00, 7.54057E+20, 5.32493E-43",float4
cb4_v1991,"7.54057E+20, 5.32493E-43, -8.58997E+09, 0.00",float4
cb4_v1992,"5.87747E-39, 0.00, 1.40130E-45, 0.00",float4
cb4_v1993,"6.55045E-40, 0.00, 0.00, 0.00",float4
cb4_v1994,"9.32776E-39, 0.00, 0.00, 0.00",float4
cb4_v1995,"6.55045E-40, 0.00, 7.84727E-44, 0.00",float4
cb4_v1996,"-0.00014, -6.42868E-40, 0.02816, 1.16308E-43",float4
cb4_v1997,"1.40130E-45, 0.00, 1.83671E-40, 1.16308E-43",float4
cb4_v1998,"0.02816, 1.16308E-43, 1.97180E-07, 7.17465E-43",float4
cb4_v1999,"3.58265E-39, 0.00, 7.98740E-44, 0.00",float4
cb4_v2000,"-0.00028, 0.00, 5.74112E-42, 0.00",float4
cb4_v2001,"0.00, 0.00, 1.24756E-24, 5.31092E-43",float4
cb4_v2002,"0.00, 0.00, 1.25323E-24, 1.40130E-45",float4
cb4_v2003,"0.00, 2.86986E-42, 1.24723E-24, 5.31092E-43",float4
cb4_v2004,"1.24730E-24, 0.00, 3.67342E-40, 0.00",float4
cb4_v2005,"0.00, 0.00, 1.24756E-24, 5.31092E-43",float4
cb4_v2006,"5.32493E-44, 0.00, 0.00, 0.00",float4
cb4_v2007,"0.00, 0.00, 1.34525E-43, 0.00",float4
cb4_v2008,"1.23314E-43, 0.00, 8.96831E-44, 0.00",float4
cb4_v2009,"1.29247E-24, 5.31092E-43, 0.02816, 1.16308E-43",float4
cb4_v2010,"8.40779E-45, 0.00, 1.97163E-07, 4.59149E-41",float4
cb4_v2011,"1.24723E-24, 5.31092E-43, 1.40130E-45, 8.96831E-44",float4
cb4_v2012,"1.23314E-43, 0.00, 0.00, 0.00",float4
cb4_v2013,"3.41031E-22, 5.31092E-43, 0.02816, 1.16308E-43",float4
cb4_v2014,"1.27881E-14, 2.80260E-45, 5.87747E-39, 0.00",float4
cb4_v2015,"0.02816, 1.16308E-43, 9.60744E-15, 5.31092E-43",float4
cb4_v2016,"9.60863E-15, 5.31092E-43, 0.00, 0.00",float4
cb4_v2017,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2018,"1.27883E-14, 5.31092E-43, 1.27882E-14, 5.31092E-43",float4
cb4_v2019,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2020,"0.02816, 1.16308E-43, 5.87747E-39, 0.00",float4
cb4_v2021,"0.02816, 1.16308E-43, 1.27881E-14, 5.31092E-43",float4
cb4_v2022,"-4878.31787, 6.06656E+27, 0.00002, 2.01982E-31",float4
cb4_v2023,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2024,"0.00, 0.00, 1.27321E+25, 5.32493E-43",float4
cb4_v2025,"-5.59054E-34, 4.46398E-41, 5.87747E-39, 0.00",float4
cb4_v2026,"1.83138E+17, 5.32493E-43, 0.00, 0.00",float4
cb4_v2027,"25626.3125, 5.32493E-43, 1.27881E-14, 5.31092E-43",float4
cb4_v2028,"5.87747E-39, 0.00, 1.83138E+17, 5.32493E-43",float4
cb4_v2029,"0.02816, 1.16308E-43, 0.00, 0.00",float4
cb4_v2030,"0.02816, 1.16308E-43, -7.91572E+27, 4.59135E-41",float4
cb4_v2031,"1.40130E-45, 5.32493E-43, 0.02816, 1.16308E-43",float4
cb4_v2032,"1.27321E+25, 5.32493E-43, 0.00, 0.00",float4
cb4_v2033,"0.02816, 1.16308E-43, -9.37371E+27, 4.59135E-41",float4
cb4_v2034,"3.19141E+08, 5.32493E-43, 1.83138E+17, 5.32493E-43",float4
cb4_v2035,"5.87747E-39, 5.32493E-43, 0.02817, 1.16308E-43",float4
cb4_v2036,"0.02816, 1.16308E-43, 7.54057E+20, 5.32493E-43",float4
cb4_v2037,"-5.59055E-34, 4.46398E-41, 0.00, 0.00",float4
cb4_v2038,"2.80260E-45, 2.80260E-45, 0.00, 0.00",float4
cb4_v2039,"3.41031E-22, 5.31092E-43, 0.00, 0.00",float4
cb4_v2040,"0.00, 0.00, 0.02816, 1.16308E-43",float4
cb4_v2041,"0.02816, 1.16308E-43, 0.02817, 1.16308E-43",float4
cb4_v2042,"1.83870E+15, 5.32493E-43, -8.02560E+27, 4.59135E-41",float4
cb4_v2043,"5.87748E-39, 0.00, 1.16859E-14, 5.31092E-43",float4
cb4_v2044,"1.83866E+15, 5.32493E-43, 0.00, 0.00",float4
cb4_v2045,"3.20151E+08, 5.32493E-43, 0.00, 0.00",float4
cb4_v2046,"1.83148E+17, 5.32493E-43, 4.48416E-44, 0.00",float4
cb4_v2047,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2048,"2.35099E-38, 0.00, 1.83870E+15, 5.32493E-43",float4
cb4_v2049,"25623.875, 5.32493E-43, 1.83148E+17, 5.32493E-43",float4
cb4_v2050,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2051,"0.00, 0.00, 3.20151E+08, 5.32493E-43",float4
cb4_v2052,"9.70187E-15, 5.31092E-43, 0.00, 0.00",float4
cb4_v2053,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2054,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2055,"0.02816, 1.16308E-43, 8.35174E-43, nan",float4
cb4_v2056,"0.00, 0.00, 0.02817, 1.16308E-43",float4
cb4_v2057,"1.83887E+15, 5.32493E-43, 1.83868E+15, 5.32493E-43",float4
cb4_v2058,"1.83868E+15, 5.32493E-43, 5.60519E-45, 0.00",float4
cb4_v2059,"8.98699E+08, 9.18411E-41, 8.35174E-43, 8.98701E+08",float4
cb4_v2060,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2061,"2.24208E-44, 0.00, 8.96831E-44, 0.00",float4
cb4_v2062,"4.01780E-40, 1.40130E-45, 1.40130E-45, 1.40130E-45",float4
cb4_v2063,"1.40130E-45, 2.24208E-44, 0.00, 0.00",float4
cb4_v2064,"0.00, 0.00, 1.40130E-45, 0.00",float4
cb4_v2065,"1.40130E-45, 1.40130E-45, 2.80260E-45, 2.80260E-45",float4
cb4_v2066,"2.80260E-45, 0.00, 0.00, 1.03846E+34",float4
cb4_v2067,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2068,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2069,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2070,"0.00, 0.00, -1.01565E+28, 4.59135E-41",float4
cb4_v2071,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2072,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2073,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2074,"8.96831E-44, 0.00, 1.40130E-45, 0.00",float4
cb4_v2075,"0.00, 0.00, 0.02816, 1.16308E-43",float4
cb4_v2076,"0.02816, 1.16308E-43, -9.37372E+27, 4.59135E-41",float4
cb4_v2077,"0.00, 0.00, 0.02816, 1.16308E-43",float4
cb4_v2078,"1.84013E+15, 5.32493E-43, -4.68841E+30, 4.59037E-41",float4
cb4_v2079,"0.02816, 1.16308E-43, 0.02816, 1.16308E-43",float4
cb4_v2080,"-5.59029E-34, 4.46398E-41, 0.00, 0.00",float4
cb4_v2081,"4.20390E-45, 1.40130E-45, -4.68841E+30, 4.59037E-41",float4
cb4_v2082,"0.00, 0.00, -8.03962E+27, 4.59135E-41",float4
cb4_v2083,"1.39906E-41, 0.00, 1.84014E+15, 5.32493E-43",float4
cb4_v2084,"0.00328, 5.31092E-43, 2.42474E-22, 5.31092E-43",float4
cb4_v2085,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2086,"2.24208E-44, 0.00, -4.68949E+30, 4.59037E-41",float4
cb4_v2087,"0.00328, 5.31092E-43, 2.42474E-22, 5.31092E-43",float4
cb4_v2088,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2089,"2.24208E-44, 0.00, -4.68949E+30, 4.59037E-41",float4
cb4_v2090,"0.00328, 5.31092E-43, 0.00, 0.00",float4
cb4_v2091,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2092,"0.00, 0.00, -4.68916E+30, 4.59037E-41",float4
cb4_v2093,"0.00328, 5.31092E-43, 2.24208E-44, 0.00",float4
cb4_v2094,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2095,"0.00, 0.00, -4.68916E+30, 4.59037E-41",float4
cb4_v2096,"4.21410E+16, 5.32493E-43, 0.00, 0.00",float4
cb4_v2097,"0.02818, 1.16308E-43, -4.68596E+30, 4.59037E-41",float4
cb4_v2098,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2099,"4.21410E+16, 5.32493E-43, 0.00, 0.00",float4
cb4_v2100,"0.02816, 1.16308E-43, -4.71512E+30, 4.59037E-41",float4
cb4_v2101,"7.30717E+36, 5.31092E-43, 0.02816, 1.16308E-43",float4
cb4_v2102,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2103,"0.00, 0.00, -9.27850E+30, 4.59037E-41",float4
cb4_v2104,"0.00, nan, 0.02816, 1.16308E-43",float4
cb4_v2105,"1.40130E-45, 0.00, 0.02816, 1.16308E-43",float4
cb4_v2106,"0.00, 0.00, -1.06364E+31, 4.59037E-41",float4
cb4_v2107,"2.38221E-44, 0.00, 0.00, 0.00",float4
cb4_v2108,"7898.48438, 5.31092E-43, 4.20390E-45, 4.20390E-45",float4
cb4_v2109,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2110,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2111,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2112,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2113,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2114,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2115,"0.00, 0.00, 2.80260E-45, 0.00",float4
cb4_v2116,"2.52234E-44, 0.00, 0.00, 0.00",float4
cb4_v2117,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2118,"0.00, 0.00, 3.58732E-43, 0.00",float4
cb4_v2119,"1.40130E-45, 0.00, 0.00, 0.00",float4
cb4_v2120,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2121,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2122,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2123,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2124,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2125,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2126,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2127,"0.00, 0.00, 7.30717E+36, 5.31092E-43",float4
